Speaker,Topic,Score,AtDebate,Speech,Score
Trump,War in Ukraine,0.885,FALSE,"(11:09)
Should I be, Congressman? Should I be upset about that? No? Huh? Was it done with a smile, Ron? Was it done with a smile? I think it was done maybe with a smile. I don’t know. Who the hell knows? Nobody’s going to figure it out. They’re about 19 steps ahead of us. But this whole Russia thing, nobody was tougher on Russia in history than Trump. The person that knows that better than anyone is President Vladimir Putin. He knows it better than anyone.",0.885
Trump,None,-0.9231,FALSE,"(11:38)
I’ll tell you what. I will have that war finished and done and settled before I get to the White House as president-elect. I will get that done. We’ll get it done. It’s a horrible, horrible war. The deaths are far greater than you hear. You don’t hear what’s happening over there. They’re being decimated. You don’t hear what’s really happening over there. We’re going to get it done very quickly. I know both of them. I know Zelenskyy, and I know Putin. I’m going to get it done very quickly.",-0.9231
Trump,War in Ukraine,-0.9034,FALSE,"(12:09)
Do you ever notice? I don’t even think we try. We just give billions and billions of dollars. Does anyone ever talk to Russia about get this thing finished? Nobody talks. We don’t have any communication, nothing. We’re run by stupid people. Stupid, stupid people. We found that out at the debate with Joe. How did that work out? And we’re going to find it out again on Tuesday night. Is anybody going to be watching?",-0.9034
Trump,Opposing Candidate,0.6571,FALSE,"(12:44)
She’s a threat to democracy. They always say, “Donald Trump is a threat to democracy.” I’m not a threat. I’m the opposite. I’m keeping democracy. What they are, she’s a defunder of police. When somebody on the far left is in charge of defund the police for 12 years and then they switched three weeks ago or something, “Oh, we love our police.” They don’t love the police. They’re radical left Marxists, and that’s what she is.",0.6571
Trump,Opposing Candidate,0.9442,FALSE,"(13:15)
It’s not even believable. It’s not believable. Defund the police. No fracking. No, we’re not going to frack. You go back a couple of years. We will never frack. There will be no fracking in Pennsylvania. Pennsylvania will never frack. Now you say, “Oh, yes, we will frack.” The whole thing is a con job. She got in. She was last. They had 22 people or something running. How Biden won, I will never know. To me, it’s one of the greatest miracles. To me, it’s a great miracle.",0.9442
Trump,Opposing Candidate,-0.933,FALSE,"(13:49)
But how the hell that guy won? But he won. In this one, he got 14 million votes. She got no votes, and then they put her in anyway. The bosses put her in because she’s controlled by them. But she will be the worst president. He is the worst president in history. She will be worse than him. She will be worse than him. Trump is never wrong. I am never, ever wrong.",-0.933
Trump,Opposing Candidate,0.9417,FALSE,"(14:17)
But just to finish off on the weaponization, probably most of the people have heard. Just yesterday, the top spokesman, one of the top people in the US attorney’s office in Manhattan, that’s the very respected Southern District, very, very highly respected, was heard saying and was quoted exactly, quote, “Honestly, I think this case is nonsense.” Now, this is the boss of the whole thing. Every real estate person in New York does what Trump did. Nobody’s ever been charged with this before. It’s a perversion of justice.",0.9417
Trump,Opposing Candidate,-0.8934,FALSE,"(14:52)
He said that the DA’s office was, quote, “Stacking charges against Trump and rearranging things just to make them fit the case.” I think it is. This is the boss. I don’t know why they don’t do something. They ought to drop it. They shouldn’t delay it. They should drop it. Drop all of it. Drop all of it. I’ve been indicted more than Alphonse Capone. I say it all the time. He’s sort of the ultimate. He’s the ultimate criminal. I got indicted more than him.",-0.8934
Trump,None,0.0,FALSE,"(15:22)
My parents are up there. They’re great people. They’re looking down on me right now. “I can’t believe this has happened to my son. He’s been indicted more than Al Capone.” He would take that tough man sitting right in the front row. Stand up. Look at him. He’s tough as hell. He would take him out to dinner if he didn’t like him. You were gone. You would never be found again. You’d be in the foundation of a building. You would form the foundation of a building someplace in Wisconsin.",0.0
Trump,Criminal Justice,0.8487,FALSE,"(15:46)
No, Alphonse Capone led a very vicious, violent life. But according to the statistics, I am a much worse person than Alphonse Capone. I don’t think so. But he also said, this gentleman said the New York justice system is, quote, “like the Wild West. They’re like idiots. They don’t care. They’re all political.” And he said that the persecution in Georgia by Fani Willis … You know about Fani Willis. Fani. It’s pronounced Fani, F-A-N-I. That’s fanny. But she likes it Fani.",0.8487
Trump,Criminal Justice,0.8955,FALSE,"(16:22)
When she became the whatever she became, DA, she became the DA, she said, “My name is Fani.” Fani Willis and her boyfriend, right? Wade. Lover boy Wade, remember? Remember lover boy? We hired him. We gave him almost a million dollars because of his tremendous talent at this particular section of the law. He never even heard of it. He was never involved in it. She gave him a million dollars, and she’s got no problem. I don’t know. Maybe she does have problems.",0.8955
Trump,None,0.8318,FALSE,"(16:53)
But it’s a persecution of very good people. Forget me. I don’t care about me. I care about 20-something people. She wanted to take down senators because a couple of senators called and said, “What the hell is going on over there? What’s happening in Georgia?” They wanted to indict senators to find out what the hell is going on. Great innocent people, great patriots have been indicted by Fani and her boyfriend, and it’s a disgrace.",0.8318
Trump,Criminal Justice,-0.7587,FALSE,"(17:21)
You had people that are in their 80s. “Would you sign here?” Thomas Jefferson did the same kind of things. Alexander Hamilton, lots of people all throughout the ages. Hillary Clinton wouldn’t acknowledge the election. All of these senators like Shifty Schiff, can you imagine Shifty Adam Schiff? All of them, they disputed the 2016 election. It’s okay for them to do it, but if we do it’s a serious, serious crime.",-0.7587
Trump,Opposing Candidate,0.9059,FALSE,"(17:53)
These people are sick. We got to get them the hell out of there. We have to win this election. Have to win this election, right? He knows. That guy knows. That guy knows. He said, just in ending this, that the … It’s just so good. I have to say the whole thing because it’s so good. I mean this is one of the top people in justice in the country and the boss, and he said, “The persecution in Georgia by Fani Willis is a mockery of justice. It’s a joke. The whole thing is disgusting. They’re just out to get him,” meaning Trump.",0.9059
Trump,War in Ukraine,0.7506,FALSE,"(18:28)
They’re just out to get me. I think that’s true. I don’t think that’s true. I know that’s true. But they couldn’t have picked a worse target because it’s made me more popular. Can you believe that? I think I’m the only person in the history of government that got indicted and my poll numbers went up. You know why? Because you know that it’s fake. It’s corrupt just like Russia, Russia, Russia was corrupt, just like their job numbers last week were corrupt.",0.7506
Trump,Economy,-0.8485,FALSE,"(18:56)
Did you see? They added 818,000 fake jobs on to try and make their numbers look better, and they got caught by a whistleblower. Thank you, whistleblower. Thank you very much. That’s incredible, right? That’s incredible. 818, Jeff, and they were going to announce it because usually you cheat for 5,000, 6,000. Them, they cheat for 5,000, 6,000, I’ve heard. Never has anybody seen 818,000, and they were going to announce a correction right after the election. But fortunately, a whistleblower came in and leaked it out, and that was a great thing and should be … If that were a Republican instead of a Democrat, they’d be out of office now for what they did. That was a fraud. 818,000 jobs. That’s a fraud. If Comrade Kamala Harris gets four more years, you will be living a full-blown banana republic ruled by an anarchy and a tyranny. You’re going to have something. It’s not her. It’s the people that surround her. They’re scum. They’re scum, and they want to take down our country.",-0.8485
Trump,None,-0.8875,FALSE,"(20:04)
They are absolute garbage. Hey, how about the J6 Committee? So the J6 Committee of political thugs and losers gets together, and they investigate J6 for years, destroyed the lives of many people, and now it was revealed fairly recently that they destroyed and deleted all documents, all evidence, all proof. They don’t have anything. You know why? Because a lot of it pointed to Nancy Pelosi. It was her fault because she’s supposed to be in charge of security and she turned down thousands of soldiers or National Guard.",-0.8875
Trump,Criminal Justice,-0.8559,FALSE,"(20:45)
She turned them down, and it was so obvious. All of the stories, many of those stories were fake stories. They were all made up, and we caught them because the Secret Service, frankly, said that stuff wasn’t true. They deleted and destroyed documents. Now, I think that’s a criminal act. Isn’t it a criminal act? What the hell happened? When is something going to happen? How come it always happens to a Republican but doesn’t happen to them?",-0.8559
Trump,Criminal Justice,-0.8126,FALSE,"(21:08)
They deleted and destroyed every ounce of documents and evidence that they did over a year and a half because it came out badly for them, and they should pay a big price for that. They should pay a big price. The moment we win, we will rapidly review the cases of every political prisoner unjustly victimized by the Harris regime, and I will sign their pardons on day one. I will sign it on day one, day one.",-0.8126
Trump,Criminal Justice,-0.7579,FALSE,"(21:43)
We will completely overhaul Kamala’s corrupt Department of Injustice and turn the Injustice department back into the best law enforcement agency on the planet. Instead of persecuting Republicans, they will focus on taking down bloodthirsty cartels, transnational gangs, and radical Islamic terrorists, which words they won’t even say. They won’t even say any of those words. Second, I will bring back free speech in America because it’s been taken away.",-0.7579
Trump,None,-0.7267,FALSE,"(22:17)
They’ve taken away your free speech, and the fake news threat is a threat to this country. They are just horrible. These are horrible people, not everyone. I mean I know most of them up there. Some are good. Hello, Brian. Some are good, and most of them are just absolutely terrible human beings. They know what’s going on. You know what they’ll write today? But look at this crowd. It goes from corner to corner. I flew over, and I said, “That’s a lot of people down there.”",-0.7267
Trump,Opposing Candidate,-0.9782,FALSE,"(22:43)
You know what they’ll say today or tomorrow when they write? “Donald Trump spoke today in Wisconsin before a small crowd of people, a small gathering, a small gathering of people.” They are just so bad. I don’t know. It’s really hard to turn it back around unless … They used to be like the police force. They’d write the truth, but they’re no longer the police force. They’re the police force for opposite. They’re a police force for bad. They’re bad. They’re bad people, and they’re very dishonest.",-0.9782
Trump,Criminal Justice,0.765,FALSE,"(23:12)
A lot of people don’t understand. When you’re a politician like these people, like me, like others, and you happen to be a Republican or somewhat conservative, they write just the opposite of what the facts are. If you’re driving a cab, if you’re an accountant, if you’re a lawyer, if you’re something other than that, you don’t know the details. When we know the facts, then the story gets written the exact opposite of what it is. You start to lose faith in the press, I will tell you.",0.765
Trump,None,-0.8506,FALSE,"(23:40)
But I will sign an executive order banning any federal employee from colluding to limit speech, and we will fire every federal bureaucrat who is engaged in domestic censorship under the Harris regime. We will do that. Third is I will expel warmongers. We have these people, they want to go to war all the time. You know why? Missiles are $2 million apiece. That’s why. They love to drop missiles all over the place. I had no wars.",-0.8506
Trump,None,-0.9297,FALSE,"(24:09)
You remember Crooked Hillary used to say, “Look at him. Look at him. He’s going to cause wars.” No, no. My personality stopped wars. She said, “Look at his personality. He’s going to cause wars.” My personality stopped wars. We had no wars, other than I finished wars that they couldn’t finish. I defeated 100% of the ISIS caliphate, et cetera, and did it quickly. We did it in four weeks. They said it was going to take five years. We did it in four weeks.",-0.9297
Trump,None,-0.9155,FALSE,"(25:38)
I will expel the warmonger from our national security state and carry out a much needed clean up of the military industrial complex to stop the war profiteering and to put always America first. We put America first. We’re going end these endless wars. Endless wars, they never stop. You ever seen these wars? They go on for 14 years, 20 years. They’re fighting ISIS for 21 years. These people are something. We knocked them out in two months. One month, actually. We had a good general there. General Raising Cain. General Raising Cain. We have great generals. We have great leaders. We have great military and they are not going woke. You could put them in a room for two years and scream woke crap to them and they’d walk out and they wouldn’t be changed. They’re not going woke. Don’t worry about our military.",-0.9155
Trump,None,0.4581,FALSE,"(26:35)
Fourth, to curtail the power of federal bureaucrats and save your thousands of dollars, we will cut 10 old regulations for every one new regulation. And at the suggestion of a great guy, Elon Musk, has anyone ever heard of him? Huh? No? Elon. Oh, there’s a rocket. Oh, look, a rocket is flying. It’s Elon. He’s very good at what he does. He’s going to have to save them. They have two people up there. Boeing had a little … I shouldn’t say, there’s a beautiful Boeing plane there, but Boeing had a little hard time as you heard. So they’re going to save … Elon is going to send up a rocket. He looks forward to it. That’s all he thinks about is things like that. I said, “Elon, what’s taking so long? Let’s get going.” But you watch, he’ll get that problem solved. What a terrible problem. It’s embarrassing.",0.4581
Trump,None,0.9772,FALSE,"(27:26)
That’s what’s happening with our country. Everything is embarrassing. We don’t win anymore. We don’t win anymore. We used to win all the time. We won with me. We won everything with me. We won everything. Remember I came to office and they told me … They greeted me with the following statement, “Sir, we have no ammunition.” I said, “Wait a minute. We have no ammunition?” “No, sir. We’ve given it all away to our allies.” Allies, by the way, they are allies, but not when we need them. They’re only allies when they need something. If we were ever attacked, none of these countries or very few of them, that we talk about all the time, none of them would come. We were just attacked by such and such a country. Listen, we need your help. They wouldn’t take your phone call. But we give away billions and billions of dollars. Now, I was greeted with a statement that, “Sir, we have no ammunition.” And I built and rebuilt the greatest military in the world. And the first thing I did was ammunition. I got ammunition from everywhere as fast as you could. And I said to him, “Mr. Congressman, what the hell are you saying, we have no ammunition? Even if it’s true, you don’t talk about it.” Can you imagine, President Xi, thank goodness he was in a good mood. He’s listening that we have no ammunition. Do you think he likes that sound? That’s a beautiful sound to him. I said, “Why would you say it?”",0.9772
Trump,None,0.9329,FALSE,"(28:54)
Medic, please. Doctor. Thank you. Thank you very much. Take your time. Thank you, Doctor. We get the greatest service here. It’s amazing the way they just are right on it. Amazing. And some people are out here for three days, three days, so it’s really incredible that things like this don’t happen more often actually, but they always turn out to be good. They’re excited. They’re excited by what we’re doing because we’re taking our country back from these lunatics. Take your time, Doctor.",0.9329
Trump,None,0.8511,FALSE,"(29:34)
Thank you very much. Thank you. Thank you. Thank you very much.",0.8511
Trump,None,0.3612,FALSE,"(29:50)
Thank you all very much.",0.3612
Trump,None,0.3612,FALSE,"(29:51)
Thank you.",0.3612
Trump,None,0.984,FALSE,"(30:06)
I don’t want to say too many thank-yous because you saw Kamala at the convention when she got up. Thank you. Thank you. Thank you. Thank you. Thank you. Thank, thank you. Thank you. Thank you. Thank you. Thank you. Thank, thank, thank, thank. Thank you. Thank you. Thanks. I said, “What’s wrong with her?” What the … so I don’t want to say too much. Is that right, fellas? I guess every once in a while I’ll say thank you and I mean it, thank you. But my thank you is meaningful, I will tell you. Thank you very much.",0.984
Trump,None,0.9901,FALSE,"(30:54)
Everything good? Everything good? Everybody happy? We have a good, strong person back there, is getting up. Yes. Okay. You tell me when. You tell me when, you in the red shirt with those big muscles in your arms as big, beautiful, beautiful person. Let me go. Should we go? You tell me when gets far back. These are the greatest people that will do this because they love the country. Is that okay?",0.9901
Trump,None,0.6416,FALSE,"(31:46)
Is that what the okay? Is that what the okay sign is? She’s okay?",0.6416
Trump,None,0.982,FALSE,"(32:12)
Say a prayer. Yeah. Say a prayer. We need more prayers in this nation, I can tell you right now. That’s the other thing, they want to shut down your religion and they’ve done a pretty good job of it, to be honest with you. Thank you, Doctor. Good doctors in these crowds. We have a lot of doctors in these crowds. There’s always plenty of doctors. They’re good ones too. In Butler, two of the doctors, they saved two people’s lives that they thought were gone. We had Corey, the great firefighter, Corey, and he was gone. But the doctors saved the other two and they thought they were gone. They were amazing. Amazing doctors.",0.982
Trump,None,0.9804,FALSE,"(34:09)
We’re getting a good sign I think. Is that a good sign? We’re getting a lot of good signs. That’s great. Good. Got some good news back there, Ron, huh? Good job. I watched your speech today. Beautiful. Thank you.",0.9804
Trump,None,0.9628,FALSE,"(34:44)
Yes? Good. Thank you very much. Thank you. And just make some room for them so they can get out and hopefully come back before were finish because we can stay here all day as far as I’m concerned. We’ll stay here all day. Thank you very much. Doctors, thank you very much. We appreciate it. Anything happens let us know.",0.9628
Trump,None,0.1531,FALSE,"(35:09)
But at the suggestion of Elon Musk, I will create a government efficiency commission to conduct a complete financial and performance audit for the entire federal government. And we will cut the fat out of our government for the first time meaningfully in 60 years. We’re going to cut the fat. There is so much fat you won’t even know it’s gone.",0.1531
Trump,Economy,-0.765,FALSE,"(35:35)
Fifth, we will drain the government education swamp and stop the abuse of your taxpayer dollars to indoctrinate America’s youth with all sorts of things that you don’t want to have our youth hearing. Ultimately, we’ll … And you know what we’re doing here. I say it all the time. I’m dying to get back to do this. We will ultimately eliminate the Federal Department of Education and send education back to Wisconsin and back to the States. We’ll send it back to the States so that Ron Johnson can run it, okay? We’ll send it back here.",-0.765
Trump,Education,0.2342,FALSE,"(36:17)
Mr Tiffany, we’ll get to our Congressman Tiffany involved. He made a good speech, too. We are at the bottom of every single list in education, you know that? We are at the bottom of every single list, and yet we’re number one in terms of cost per pupil. So, you know the expression I used once, twice, three times before, and it was very effective actually, what the hell do we have to lose, right? We’ll send our education back to the States and some states will do a fantastic job. Some won’t. And it’s the same ones that are laggards right now. I don’t want to name them because why would we want to embarrass Gavin Newscom and some of these people. Gavin Newscom. Why would we want to embarrass him?",0.2342
Trump,None,-0.902,FALSE,"(37:01)
By the way, speaking of California, she destroyed, as you know, Kamala destroyed the greatest city in America, San Francisco. She destroyed it. Totally destroyed it. Then she became attorney general of the state. She destroyed the state of California. Now, she’s running for president. We’re not going to let that happen.",-0.902
Trump,None,0.909,FALSE,"(37:20)
Six, we will not tolerate so-called equity policies that punish Americans based on race or gender. America will return to the merit principle which has just been approved by the Supreme Court of the United States. You work hard and you will be very successful. We’re back to the merit system. Nobody thought that was ever even possible. We need merit. There are so many people that are left out in the cold and that’s not going to happen anymore. You work hard, you work diligently, you go to school, you do what you have to do, but it’s based on merit again. You haven’t heard that in many, many years.",0.909
Trump,Immigration,-0.9768,FALSE,"(37:57)
And seventh, working with Robert F. Kennedy, Junior, you know Bobby. RFK, Jr. That was a meaningful endorsement. That was a great endorsement. We will take on the corruption at the FDA, the CDC World Health Organization, and other institutions of public health that have dominated and really are dominated by corporate power and dominated really by China. The World Health Organization, they called COVID totally wrong. And I looked into it. We were paying them $ 500 million a year. China was paying them for 1.4 billion. We don’t really know what we have because so many people have come into our country. We have no idea what we have. But let’s assume we have 350 million, including 20 or 25 million criminal migrants, in many cases, criminals. We have some of the worst people in the world coming into our country. Some of the worst criminals in the world are coming into our country. But we have 350 million people let’s say. They have 1.4 billion. They pay 39 million. We pay 500 million. Do you think that’s a good deal?",-0.9768
Trump,None,0.7388,FALSE,"(39:08)
So I pulled out of it. And they came to me and they wanted me to go back in, they wanted us to go back in. And I kept saying, no, no, no, I don’t want to do it. And it became actually a very popular thing. I hate to say this, but politically, people really liked it because they knew how we were abused by them. It’s run by China, it’s not run by us. We pay 500 and it’s run by China who pays 39 million. So they wanted to come back, and I said, “Well, how come China is paying 39 million, they have 1.4 billion people? And we’re paying for a much smaller number of people. We’re paying 500. We will make the same deal as we made with China.” Well, I said, “That would mean we’d be paying about 8 million,” right? They said, “No, we will make the same, we’ll let you come in for 39 million.” And you know what, I turned them down. Not for that. I turned them down for other reasons because they weren’t good and they were dominated by China.",0.7388
Trump,Opposing Candidate,-0.7044,FALSE,"(40:02)
But Biden came in, this stupid person came in, and he approved $590 million. Now, he knew what was going on. He knew that … Well, he probably didn’t. He really … do you think he knew? I don’t think he knew. Do you think somebody said, “Sir, we can do it for 39?” It’s not the biggest number when you’re talking trillions all the time. But it’s indicative of stupidity. And she’s worse than him. He is a smarter person than she is.",-0.7044
Trump,Opposing Candidate,0.9248,FALSE,"(40:34)
Oh, they’re waiting for the debate. If I destroy her in the debate, they’ll say, “Trump suffered a humiliating defeat tonight.” No matter what. Although, with Biden, one of the CNN people said that, about my part, they said, “The Donald Trump performance tonight was the single greatest debate performance I’ve ever seen.” Two days later, all they did is talk about how bad he was. They didn’t talk about me. They didn’t talk about me anymore. But no, it’s a crooked system, but we’re going to make it a very legitimate system again. We can do that and I think we can do it pretty easily with people like you have over here. I think we can actually do it pretty easily.",0.9248
Trump,Health Care,0.9388,FALSE,"(41:18)
We will establish a panel of top experts to investigate what is causing the decades-long increase in chronic health problems and childhood diseases, including the autoimmune disorders, autism, obesity, infertility, and much more. And Bobby is going to be very much involved in that. We’re going to get him involved because that’s what he likes. That’s what he’s great at. Isn’t it great to have a Kennedy with us? Isn’t that nice?",0.9388
Trump,None,0.9939,FALSE,"(41:47)
And this is really … I mean, I don’t want to disrespect the rest of the family, but this has been the dominant Kennedy for the last 25 years. He’s a great guy. I’ve known him a long time. He’s a great guy and he really wants what’s good for the country, and to have his endorsement is a very important thing. And Tulsi endorsed us too, almost simultaneously, and we love Tulsi. She’s been fantastic. She’s a woman of great common sense, actually. I’ve watched her for a long time. She has great common sense.",0.9939
Trump,Opposing Candidate,-0.5204,FALSE,"(42:15)
I will ask Congress to pass sweeping reforms to prevent foreign influence, peddling, bribery and corruption like we have seen with a certain family in the United States. The Biden crime family, that’s the family. What the hell is happening with that family, Ron? What’s going on with that family? The night he spoke at the convention, Congress found out that he stole $27 million, nothing happened. Nothing happens with these people. He stole $27 million and he was speaking at the convention. They were saying what a wonderful president he was. The worst ever in history.",-0.5204
Trump,None,0.6155,FALSE,"(42:52)
He made a State of the Union speech, the last one, it was so bad. And I turned to CNN and MSDNC, I wanted to see how bad they’d report on it because, it had to be bad, and I turned, and one of them said, “Not since Franklin Delano Roosevelt has a speech been made so brilliantly or delivered so well.” He was coughing in his hand all the time. He’s coughing, then he walks out and shakes everybody’s hand. Some people actually didn’t want … They went, “Hello, sir. Hello, sir. It’s wonderful to have you up there, sir.” So can you imagine, though?",0.6155
Trump,None,0.8632,FALSE,"(43:30)
Franklin Roosevelt was a great speaker in a certain way, a very elegant person, came from a very elegant neighborhood, so to speak, very, very rich and entitled, but different from these people you have today, but very beautiful speaker. And they compared him to Franklin. Not since Franklin Roosevelt. Franklin Delano Roosevelt. Has anybody made a state of the union like that? And I said, this is really terrible. This is really terrible.",0.8632
Trump,None,0.6908,FALSE,"(43:56)
And finally, I will support modifying the 25th Amendment to make clear that if a vice president lies or engages in a conspiracy to cover up the incapacity of the President of the United States. If you do that with a cover up of the President of the United States, it’s grounds for impeachment immediately and removal from office, because that’s what they did. That’s what they did. Think of it, if he didn’t go to that debate, he’d still be running. He’d still be running.",0.6908
Trump,Immigration,0.9688,FALSE,"(44:34)
To every citizen who is sick and tired of the parasitic political class in Washington that sucks our country of its blood and treasure, November 5th will be your Liberation Day. November 5th, this year, will be the most important day in the history of our country because we’re not going to have a country anymore if we don’t win. It will be the most important day in the history of our country. I used to say that about 2016 because the border was bad, but the border was bad. It was like 5% of what’s going on now. It was fine. And I fixed it very quickly and beautifully. And then I couldn’t talk about it. I kept saying I want to talk for the next election where we got millions more votes. I couldn’t talk about it. They said, “Sir, people don’t want to hear about the border. It’s in great shape. You fixed it.” I said, “I want to talk about the border.” They said, “Sir, I’m telling you nobody cares,” and it’s true. I used to talk about the border, they didn’t care because I fixed it.",0.9688
Trump,Immigration,-0.6775,FALSE,"(45:33)
But this border is so much worse. This border is at a level that there’s never been a border in the history of the world that’s been where 20 or 25 million people have poured in and nobody has any idea where they’re coming from.",-0.6775
Trump,Economy,-0.7577,FALSE,"(45:47)
Here in Wisconsin, you also need to defeat a radical left senator named Tammy Baldwin, who’s bad news. Baldwin voted with Biden almost 100% of the time, giving you open borders, horrific inflation, the Afghanistan disaster. That’s the most embarrassing day, I think, in the history of our country, right? He’s nodding. I agree. And everything else, all of these problems that we have, all of the open borders and the people pouring in. All of it. The energy, we can solve quickly. Everything we can solve. But we have to do something. We have millions of people coming … I mean, they’ve poured in. They’re here. They are here.",-0.7577
Trump,Immigration,-0.9446,FALSE,"(46:34)
The border has been a little bit tougher lately because there’s an election. That’s the only reason. So the numbers are a little bit better than they were three months ago. But that’s only for purposes of … The fact is, these people, these 20 to 25 million people are already in our country. What they’ve done to us, it’s suicidal. It is suicidal. What they’ve done to this country, nothing like that has ever … It’s an invasion of our country.",-0.9446
Trump,None,0.3356,FALSE,"(47:01)
But running against Tammy Baldwin is a true American Patriot. He really is. He’s an incredible guy. I don’t know, nothing is easy. You beat these people that are in Washington for so long and many of them are no good, but they are hard to beat. They are hard to beat. She’s no good. I mean, I was president for four years, I’m not even sure if I ever met her. She doesn’t do anything. She just votes the party line and then she gets the party support. She doesn’t do anything for Wisconsin.",0.3356
Trump,None,0.0772,FALSE,"(47:32)
When I gave you the big boat contract, I gave you the biggest boat contract in years, and a lot of people didn’t want it to go here. Everybody wanted it. I gave it. She never called me. She was the one person that should have been calling me. She never called me. I gave it to you for other reasons.",0.0772
Trump,None,0.9842,FALSE,"(47:49)
But we have somebody that’s running, number one, he’s central casting, you have to say. This guy is central casting and he’s smart and he’s tough, and he’s a hero and he’s a success, and he’ll make an incredible senator for you and your wonderful people, who I know so well in Wisconsin. Eric Hovde is great. Come on up, Eric. Come on up. Come on, Eric.",0.9842
Trump,None,0.9833,FALSE,"(52:29)
Eric, thank you very much. That was great. He’d be a great senator. He’ll be with another great senator, a friend of mine for a long time, Ron Johnson, who’s here and made a wonderful speech. Thank you Ron. Ron made a wonderful, wonderful speech and you have a congressman from Texas that’s here. He is very special. He’s been with me from day one. He would be with me even if I did a lousy job perhaps, but he likes the job I’ve done. He literally is camped out in Wisconsin. His name is Troy Nehls and he brought his brother. I believe they’re twins. You certainly look like twins, huh? He’s better looking than you, actually.",0.9833
Trump,None,0.9962,FALSE,"(53:11)
But Troy is amazing. His brother’s Trevor, and what Troy has done is incredible. He’s literally very popular in Texas. He’s a very powerful, wonderful congressman in Texas and he’s come here and he’s staying here and he’s working so hard, and I said, what are you doing? He says, we got to get you elected. If you win Wisconsin, you’re going to win the whole thing. This is a big deal. Wisconsin’s a big deal. So I remember that Troy, I know it. I’ve been hearing all about Troy’s doing meetings and speeches and everything and it’s amazing. He’s back in Texas. They love him even more for what you’re doing, because they know exactly, we’re doing very nicely in Texas to put it mildly. We’re winning by about 16 points or something, but this is a big one, so thank you very much. I appreciate you both very much.",0.9962
Trump,None,0.9951,FALSE,"(53:58)
Thank you. And a man who I watched his speech, he did a very, very good job. Tom, Tiffany, where’s Tom? Tom? Great job, great speech. Thank you. I watched it from the plane, Tom. Great. Thank you. Very popular guy. Very good guy. Very great congressman. Wisconsin GOP Chairman, Briar. Where is Brian? Brian Schimming. Brian, thank you very much. He’s doing a, are we winning, Brian? I think so, right? You’ve been fantastic. Thank you. Brian. Right from day one. Door County GOP Chair Stephanie Soucek. Stephanie, thank you. Thank you, Stephanie. Great job. Pierce County GOP Chair Stephanie Potton.",0.9951
Trump,None,0.9816,FALSE,"(54:49)
Thank you. Thank you, Stephanie. Two Stephanies. And Marathon County GOP Chair, where are you? Kevin, where are you? Kevin, thank you very much. Thank you very much Kevin. Also with us is famed country singer and she wrote some songs that have been top of the line and a winner of awards all over the place. Gretchen Wilson, where’s Gretchen? Gretchen, thank you very much. Great job. Great job. Do you want to come up Gretchen? Okay, come up. Come up. Come up. What the hell? It’s a Saturday. We have all day, right? Come on. Thank you.",0.9816
Trump,Immigration,0.8988,FALSE,"(57:54)
Thank you, Gretchen. Great. That’s great. Thank you very much. Appreciate it Gretchen. As borders are, Kamala Harris let in over 20 million, they’re now saying the number could be 25 million illegal aliens from 168 different countries. Most people don’t even know that you have that many countries, coming from prisons and jails and insane asylums and mental institutions, and terrorists at a level that we’ve never seen before. I told this a few times. We were, during the border patrol is fantastic, and ICE, and our whole thing with the police officers, they’re all, these are people that are brave and great, and they really want to do their job, but they came out with the border patrol, a study on terrorism, and they said in 2019, my year, they said, not one terrorist came into the country. Now I don’t really believe that, it can’t be that good. It can’t be, because now we have thousands coming in.",0.8988
Trump,None,-0.9938,FALSE,"(58:49)
But the fact that they’d even say that, and they didn’t do it for me, they just did a report. They said, not one terrorist 2019, check it out. They said, not one terrorist came into the country. Now we have thousands and thousands and thousands of terrorists pouring into our country at record levels, and it’s going to end very badly. It’s going to end very badly. We got to get them the hell out of here. We got to get them out of here fast. What they’ve done in allowing maybe 25 million people into our country, it should be illegal. They’re destroying, it should be illegal, and maybe it is illegal. They’re destroying our country. They’re ruining our country. In Aurora, Colorado, entire apartment complexes are being taken over by armed Venezuela gangs with weapons the likes of which even the military doesn’t see. They’re terrorizing residents and they’re just menacing the whole state.",-0.9938
Trump,Immigration,-0.9964,FALSE,"(59:43)
But they are menacing that community and the people are petrified, even the sheriff, he’s trying his best, but he’s got a small force by comparison, this is like a military force, and they’re vicious violent people. By the way, Venezuelan crime is down 72%. Crime is down all over the world because they’re sending their criminals, not just South America, from all over the world they’re sending their criminals. They’re sending people in jail for murder and drugs and everything else. They’re sending them into our country. They’re getting rid of them. Crime’s down all over the world. Our crime is through the roof, and you haven’t seen the migrant crime yet. It’s started and it’s vicious, but you haven’t seen the extent of it yet. They’re just getting settled in. Colorado is a total mess with a governor that has no idea what to do. He has no idea. He’s confused. He’s afraid of the migrants, but he doesn’t want to say it because that’s a bad thing to say. If you’re a Democrat, they put you right out of business.",-0.9964
